IPProto,SrcIP,SrcPort,DstIp,DstPort,UID,App,Proto,Status,Info,BytesSent,BytesRcvd,PktsSent,PktsRcvd,FirstSeen,LastSeen
17,10.215.173.1,11965,10.215.173.2,53,10334,Instagram,DNS,Closed,gateway.instagram.com,67,115,1,1,1701072585316,1701072585355
6,10.215.173.1,43002,157.240.22.2,443,10334,Instagram,TLS,Closed,gateway.instagram.com,4695,2570,39,32,1701072585319,1701072682927
17,10.215.173.1,45303,157.240.11.52,443,10334,Instagram,QUIC,Closed,,34898,5079,40,25,1701072585364,1701072617533
17,10.215.173.1,33151,10.215.173.2,53,10334,Instagram,DNS,Closed,graph.instagram.com,65,110,1,1,1701072585368,1701072585408
17,10.215.173.1,55542,10.215.173.2,53,10334,Instagram,DNS,Closed,edge-mqtt.facebook.com,68,108,1,1,1701072587894,1701072587980
17,10.215.173.1,58592,31.13.70.52,443,10334,Instagram,UDP,Closed,,8964,4598,11,10,1701072587906,1701072588098
6,10.215.173.1,39456,157.240.11.12,443,10334,Instagram,HTTPS,Closed,edge-mqtt.facebook.com,3942,1536,22,18,1701072587913,1701072682927
6,10.215.173.1,43004,157.240.22.2,443,10334,Instagram,TLS,Closed,gateway.instagram.com,6563,3027,27,24,1701072587926,1701072682926
17,10.215.173.1,17310,10.215.173.2,53,10334,Instagram,DNS,Closed,z-p42-chat-e2ee-ig.facebook.com,77,129,1,1,1701072587934,1701072587982
6,10.215.173.1,58910,157.240.22.19,443,10334,Instagram,HTTPS,Closed,web.facebook.com,2414,3484,9,9,1701072587946,1701072651333
17,10.215.173.1,35940,10.215.173.2,53,10334,Instagram,DNS,Closed,web.facebook.com,62,121,1,1,1701072587972,1701072588015
6,10.215.173.1,48124,157.240.22.175,5222,10334,Instagram,TCP,Closed,z-p42-chat-e2ee-ig.facebook.com,2036,689,16,11,1701072587990,1701072633377
17,10.215.173.1,46096,31.13.70.52,443,10334,Instagram,QUIC,Closed,,41394,142511,74,164,1701072588024,1701072617741
6,10.215.173.1,58850,31.13.70.52,443,10334,Instagram,HTTPS,Closed,i.instagram.com,754,720,6,6,1701072588035,1701072651334
6,10.215.173.1,58854,31.13.70.52,443,10334,Instagram,HTTPS,Closed,i.instagram.com,754,720,6,6,1701072588048,1701072651334
17,10.215.173.1,63560,10.215.173.2,53,10334,Instagram,DNS,Closed,i.instagram.com,61,106,1,1,1701072588052,1701072588231
6,10.215.173.1,43166,157.240.3.63,443,10334,Instagram,HTTPS,Closed,i-fallback.instagram.com,9152,36222,26,26,1701072588060,1701072651334
6,10.215.173.1,42452,157.240.3.63,443,10334,Instagram,HTTPS,Closed,i-fallback.instagram.com,761,718,6,6,1701072588070,1701072651335
6,10.215.173.1,36140,31.13.70.52,443,10334,Instagram,HTTPS,Closed,i.instagram.com,754,720,6,6,1701072588078,1701072651335
17,10.215.173.1,58900,10.215.173.2,53,10334,Instagram,DNS,Closed,i-fallback.instagram.com,70,119,1,1,1701072588082,1701072588231
6,10.215.173.1,42468,157.240.3.63,443,10334,Instagram,HTTPS,Closed,i-fallback.instagram.com,761,718,6,6,1701072588086,1701072651336
6,10.215.173.1,42480,157.240.3.63,443,10334,Instagram,HTTPS,Closed,i-fallback.instagram.com,761,718,6,6,1701072588094,1701072651337
17,10.215.173.1,36073,157.240.22.63,443,10334,Instagram,QUIC,Closed,graph.instagram.com,6042,151411,22,134,1701072610758,1701072610945
17,10.215.173.1,30167,10.215.173.2,53,10334,Instagram,DNS,Closed,scontent-sjc3-1.cdninstagram.com,78,94,1,1,1701072610762,1701072610815
6,10.215.173.1,47672,157.240.22.2,443,10334,Instagram,TLS,Closed,gateway.instagram.com,2519,1501,19,17,1701072716829,1701072717541
17,10.215.173.1,26795,10.215.173.2,53,10334,Instagram,DNS,Closed,gateway.instagram.com,67,115,1,1,1701072716870,1701072716958
6,10.215.173.1,60114,157.240.11.12,443,10334,Instagram,HTTPS,Closed,edge-mqtt.facebook.com,3669,1259,20,13,1701072716909,1701072717541
17,10.215.173.1,54285,10.215.173.2,53,10334,Instagram,DNS,Closed,edge-mqtt.facebook.com,68,108,1,1,1701072716951,1701072716990
6,10.215.173.1,47682,157.240.22.2,443,10334,Instagram,TLS,Closed,gateway.instagram.com,5967,1778,18,15,1701072717151,1701072717541
17,10.215.173.1,11043,10.215.173.2,53,10334,Instagram,DNS,Closed,z-p42-chat-e2ee-ig.facebook.com,77,129,1,1,1701072717164,1701072717211
6,10.215.173.1,41470,157.240.22.175,5222,10334,Instagram,TCP,Closed,z-p42-chat-e2ee-ig.facebook.com,1813,569,11,8,1701072717215,1701072717541
6,10.215.173.1,57624,31.13.70.3,443,10334,Instagram,HTTPS,Closed,edge-mqtt.facebook.com,3839,1351,20,14,1701072717857,1701072807658
17,10.215.173.1,38913,31.13.70.52,443,10334,Instagram,QUIC,Closed,i.instagram.com,23543,54082,43,77,1701072717878,1701072863194
