IPProto,SrcIP,SrcPort,DstIp,DstPort,UID,App,Proto,Status,Info,BytesSent,BytesRcvd,PktsSent,PktsRcvd,FirstSeen,LastSeen
6,10.215.173.1,58064,157.240.22.2,443,10334,Instagram,TLS,Closed,gateway.instagram.com,2680,1763,22,22,1701074754859,1701074785714
6,10.215.173.1,58404,157.240.11.12,443,10334,Instagram,HTTPS,Closed,edge-mqtt.facebook.com,5717,4362,20,15,1701074754921,1701074785712
17,10.215.173.1,15871,10.215.173.2,53,10334,Instagram,DNS,Closed,edge-mqtt.facebook.com,68,108,1,1,1701074754943,1701074754980
17,10.215.173.1,39473,157.240.11.52,443,10334,Instagram,QUIC,Closed,graph.instagram.com,14922,12851,18,22,1701074754973,1701074755195
17,10.215.173.1,61338,10.215.173.2,53,10334,Instagram,DNS,Closed,i.instagram.com,61,106,1,1,1701074754976,1701074755014
6,10.215.173.1,41306,157.240.11.52,443,10334,Instagram,HTTPS,Closed,i.instagram.com,834,760,8,7,1701074754983,1701074785714
6,10.215.173.1,41308,157.240.11.52,443,10334,Instagram,HTTPS,Closed,i.instagram.com,834,760,8,7,1701074754986,1701074785714
6,10.215.173.1,41316,157.240.11.52,443,10334,Instagram,HTTPS,Closed,i.instagram.com,834,760,8,7,1701074754990,1701074785712
17,10.215.173.1,63758,10.215.173.2,53,10334,Instagram,DNS,Closed,z-p42-chat-e2ee-ig.facebook.com,77,129,1,1,1701074755180,1701074755221
6,10.215.173.1,58066,157.240.22.2,443,10334,Instagram,TLS,Closed,gateway.instagram.com,6320,2696,24,19,1701074755190,1701074785714
6,10.215.173.1,41922,157.240.22.175,5222,10334,Instagram,TCP,Closed,z-p42-chat-e2ee-ig.facebook.com,1916,649,13,10,1701074755227,1701074770627
17,10.215.173.1,48222,157.240.11.52,443,10334,Instagram,QUIC,Closed,i.instagram.com,5682,2795,8,8,1701075329195,1701075329418
17,10.215.173.1,33315,10.215.173.2,53,10334,Instagram,DNS,Closed,graph.instagram.com,65,110,1,1,1701075329200,1701075329248
17,10.215.173.1,47057,10.215.173.2,53,10334,Instagram,DNS,Closed,gateway.instagram.com,67,115,1,1,1701075407698,1701075407747
6,10.215.173.1,52386,157.240.22.2,443,10334,Instagram,TLS,Closed,gateway.instagram.com,2561,1600,20,20,1701075407704,1701075422799
17,10.215.173.1,34521,157.240.11.52,443,10334,Instagram,QUIC,Closed,graph.instagram.com,18275,4343,20,17,1701076172781,1701076173033
17,10.215.173.1,60399,10.215.173.2,53,10334,Instagram,DNS,Closed,i.instagram.com,61,106,1,1,1701076172793,1701076172844
6,10.215.173.1,44738,157.240.11.52,443,10334,Instagram,HTTPS,Closed,i.instagram.com,834,760,8,7,1701076172812,1701076175281
6,10.215.173.1,44748,157.240.11.52,443,10334,Instagram,HTTPS,Closed,i.instagram.com,794,720,7,6,1701076172824,1701076175282
6,10.215.173.1,44754,157.240.11.52,443,10334,Instagram,HTTPS,Closed,i.instagram.com,794,720,7,6,1701076172833,1701076175281
6,10.215.173.1,44764,157.240.11.52,443,10334,Instagram,HTTPS,Closed,i.instagram.com,794,720,7,6,1701076172838,1701076175281
6,10.215.173.1,44772,157.240.11.52,443,10334,Instagram,HTTPS,Closed,i.instagram.com,794,720,7,6,1701076172842,1701076175281
6,10.215.173.1,44778,157.240.11.52,443,10334,Instagram,HTTPS,Closed,i.instagram.com,622,4039,8,7,1701076172851,1701076175281
6,10.215.173.1,44782,157.240.11.52,443,10334,Instagram,HTTPS,Closed,i.instagram.com,582,3999,7,6,1701076172857,1701076175281
6,10.215.173.1,52820,157.240.22.2,443,10334,Instagram,TLS,Closed,gateway.instagram.com,2521,1381,19,14,1701076173211,1701076175280
17,10.215.173.1,59008,10.215.173.2,53,10334,Instagram,DNS,Closed,gateway.instagram.com,67,115,1,1,1701076173219,1701076173255
6,10.215.173.1,43668,157.240.22.2,443,10334,Instagram,TLS,Closed,gateway.instagram.com,2639,1661,22,21,1701076200172,1701076205399
6,10.215.173.1,43682,157.240.22.2,443,10334,Instagram,TLS,Closed,gateway.instagram.com,2639,1683,22,21,1701076205847,1701076220529
17,10.215.173.1,40828,157.240.11.52,443,10334,Instagram,QUIC,Closed,i.instagram.com,28304,96485,53,120,1701076417188,1701076421866
6,10.215.173.1,51302,157.240.11.12,443,10334,Instagram,HTTPS,Closed,edge-mqtt.facebook.com,3714,1365,19,15,1701076417214,1701076479869
6,10.215.173.1,34610,157.240.11.52,443,10334,Instagram,HTTPS,Closed,i.instagram.com,754,720,6,6,1701076417220,1701076479869
6,10.215.173.1,39338,157.240.22.2,443,10334,Instagram,TLS,Closed,gateway.instagram.com,17599,15678,254,252,1701076417281,1701079092597
17,10.215.173.1,33896,10.215.173.2,53,10334,Instagram,DNS,Closed,gateway.instagram.com,67,115,1,1,1701076417306,1701076417434
17,10.215.173.1,64114,10.215.173.2,53,10334,Instagram,DNS,Closed,i.instagram.com,61,106,1,1,1701076417339,1701076417434
6,10.215.173.1,34620,157.240.11.52,443,10334,Instagram,HTTPS,Closed,i.instagram.com,858,760,8,7,1701076417342,1701076474049
17,10.215.173.1,3698,10.215.173.2,53,10334,Instagram,DNS,Closed,edge-mqtt.facebook.com,68,108,1,1,1701076417350,1701076417435
6,10.215.173.1,34632,157.240.11.52,443,10334,Instagram,HTTPS,Closed,i.instagram.com,898,800,9,8,1701076417377,1701076474048
17,10.215.173.1,39562,10.215.173.2,53,10334,Instagram,DNS,Closed,z-p42-chat-e2ee-ig.facebook.com,77,129,1,1,1701076417418,1701076417478
17,10.215.173.1,9266,10.215.173.2,53,10334,Instagram,DNS,Closed,web.facebook.com,62,121,1,1,1701076417448,1701076417505
6,10.215.173.1,49144,157.240.22.175,5222,10334,Instagram,TCP,Closed,z-p42-chat-e2ee-ig.facebook.com,1853,729,12,12,1701076417487,1701076479870
6,10.215.173.1,47318,157.240.22.19,443,10334,Instagram,HTTPS,Closed,web.facebook.com,2516,3532,11,11,1701076417531,1701076479870
6,10.215.173.1,39324,157.240.22.2,443,10334,Instagram,TLS,Closed,gateway.instagram.com,18296,14697,224,220,1701076417634,1701079092597
17,10.215.173.1,43502,157.240.22.63,443,10334,Instagram,QUIC,Closed,scontent-sjc3-1.cdninstagram.com,675823,59573863,5387,48141,1701076420304,1701076808426
6,10.215.173.1,37800,157.240.22.63,443,10334,Instagram,HTTPS,Closed,scontent-sjc3-1.cdninstagram.com,766,656,6,6,1701076420308,1701076479870
6,10.215.173.1,37802,157.240.22.63,443,10334,Instagram,HTTPS,Closed,scontent-sjc3-1.cdninstagram.com,766,656,6,6,1701076420310,1701076479871
6,10.215.173.1,37806,157.240.22.63,443,10334,Instagram,HTTPS,Closed,scontent-sjc3-1.cdninstagram.com,766,656,6,6,1701076420313,1701076479871
6,10.215.173.1,37810,157.240.22.63,443,10334,Instagram,HTTPS,Closed,scontent-sjc3-1.cdninstagram.com,766,656,6,6,1701076420317,1701076479871
17,10.215.173.1,51299,157.240.11.52,443,10334,Instagram,QUIC,Closed,i.instagram.com,22215,3475,23,14,1701076422358,1701076428517
17,10.215.173.1,43839,10.215.173.2,53,10334,Instagram,DNS,Closed,graph.instagram.com,65,110,1,1,1701076422363,1701076422407
17,10.215.173.1,45938,157.240.11.52,443,10334,Instagram,QUIC,Closed,graph.instagram.com,49962,4703,50,23,1701076463397,1701076479868
17,10.215.173.1,3084,10.215.173.2,53,10334,Instagram,DNS,Closed,graph.instagram.com,65,110,1,1,1701076463401,1701076463447
17,10.215.173.1,58203,157.240.11.52,443,10334,Instagram,QUIC,Closed,graph.instagram.com,22135,60658,27,62,1701076474051,1701076479233
17,10.215.173.1,64715,10.215.173.2,53,10334,Instagram,DNS,Closed,i.instagram.com,61,106,1,1,1701076474055,1701076474093
17,10.215.173.1,43489,10.215.173.2,53,10334,Instagram,DNS,Closed,cdn.fbsbx.com,59,110,1,1,1701076477319,1701076477358
6,10.215.173.1,44342,157.240.22.25,443,10334,Instagram,HTTPS,Closed,cdn.fbsbx.com,2090,9506,15,15,1701076477325,1701076551237
6,10.215.173.1,44876,31.13.70.3,443,10334,Instagram,HTTPS,Closed,edge-mqtt.facebook.com,3709,1420,21,17,1701076479889,1701076541002
17,10.215.173.1,53660,10.215.173.2,53,10334,Instagram,DNS,Closed,edge-mqtt.facebook.com,68,108,1,1,1701076479896,1701076479931
17,10.215.173.1,50596,10.215.173.2,53,10334,Instagram,DNS,Closed,z-p42-chat-e2ee-ig.facebook.com,77,129,1,1,1701076480105,1701076480144
6,10.215.173.1,45034,157.240.22.175,5222,10334,Instagram,TCP,Closed,z-p42-chat-e2ee-ig.facebook.com,1813,649,11,10,1701076480154,1701076541002
6,10.215.173.1,57054,157.240.22.2,443,10334,Instagram,TLS,Closed,gateway.instagram.com,17973,20332,301,296,1701076537143,1701079092597
17,10.215.173.1,47943,10.215.173.2,53,10334,Instagram,DNS,Closed,gateway.instagram.com,67,115,1,1,1701076537154,1701076537198
17,10.215.173.1,47124,10.215.173.2,53,10334,Instagram,DNS,Closed,edge-mqtt.facebook.com,68,108,1,1,1701076541020,1701076541057
6,10.215.173.1,40544,31.13.70.3,443,10334,Instagram,HTTPS,Closed,edge-mqtt.facebook.com,3998,6493,27,22,1701076541027,1701076678845
17,10.215.173.1,12930,10.215.173.2,53,10334,Instagram,DNS,Closed,z-p42-chat-e2ee-ig.facebook.com,77,129,1,1,1701076541244,1701076541288
6,10.215.173.1,38312,157.240.22.175,5222,10334,Instagram,TCP,Closed,z-p42-chat-e2ee-ig.facebook.com,1813,649,11,10,1701076541294,1701076602185
17,10.215.173.1,35302,157.240.11.52,443,10334,Instagram,QUIC,Closed,i.instagram.com,36738,61843,84,119,1701076579429,1701076653691
17,10.215.173.1,12413,10.215.173.2,53,10334,Instagram,DNS,Closed,i.instagram.com,61,106,1,1,1701076579437,1701076579498
17,10.215.173.1,48272,10.215.173.2,53,10334,Instagram,DNS,Closed,z-p42-chat-e2ee-ig.facebook.com,77,129,1,1,1701076603207,1701076603256
6,10.215.173.1,40534,157.240.22.175,5222,10334,Instagram,TCP,Closed,z-p42-chat-e2ee-ig.facebook.com,1813,689,11,11,1701076603266,1701076663378
17,10.215.173.1,55871,157.240.11.52,443,10334,Instagram,QUIC,Closed,i.instagram.com,57754,4122,54,20,1701076612339,1701076613377
17,10.215.173.1,23583,10.215.173.2,53,10334,Instagram,DNS,Closed,graph.instagram.com,65,110,1,1,1701076612343,1701076612401
17,10.215.173.1,45393,10.215.173.2,53,10334,Instagram,DNS,Closed,z-p42-chat-e2ee-ig.facebook.com,77,129,1,1,1701076664396,1701076664471
6,10.215.173.1,34038,157.240.22.175,5222,10334,Instagram,TCP,Closed,z-p42-chat-e2ee-ig.facebook.com,1773,569,10,8,1701076664478,1701076725039
17,10.215.173.1,19158,10.215.173.2,53,10334,Instagram,DNS,Closed,edge-mqtt.facebook.com,68,108,1,1,1701076678875,1701076678914
6,10.215.173.1,51684,157.240.11.12,443,10334,Instagram,HTTPS,Closed,edge-mqtt.facebook.com,3629,1339,19,15,1701076678883,1701076740275
17,10.215.173.1,41040,157.240.11.52,443,10334,Instagram,QUIC,Closed,graph.instagram.com,7766,4935,11,13,1701076688830,1701076700459
17,10.215.173.1,11309,10.215.173.2,53,10334,Instagram,DNS,Closed,i.instagram.com,61,106,1,1,1701076688838,1701076688895
17,10.215.173.1,47787,157.240.11.52,443,10334,Instagram,QUIC,Closed,i.instagram.com,87606,6657,91,39,1701076691890,1701076774179
17,10.215.173.1,37014,10.215.173.2,53,10334,Instagram,DNS,Closed,graph.instagram.com,65,110,1,1,1701076691894,1701076691931
17,10.215.173.1,42505,10.215.173.2,53,10334,Instagram,DNS,Closed,z-p42-chat-e2ee-ig.facebook.com,77,129,1,1,1701076726048,1701076726109
6,10.215.173.1,33980,157.240.22.175,5222,10334,Instagram,TCP,Closed,z-p42-chat-e2ee-ig.facebook.com,1813,649,11,10,1701076726116,1701076785994
6,10.215.173.1,43468,157.240.11.12,443,10334,Instagram,HTTPS,Closed,edge-mqtt.facebook.com,3588,1299,18,14,1701076740297,1701076801334
17,10.215.173.1,43285,10.215.173.2,53,10334,Instagram,DNS,Closed,edge-mqtt.facebook.com,68,108,1,1,1701076740307,1701076740343
17,10.215.173.1,39721,157.240.11.52,443,10334,Instagram,QUIC,Closed,graph.instagram.com,55178,103330,90,152,1701076741031,1701076812714
17,10.215.173.1,40002,10.215.173.2,53,10334,Instagram,DNS,Closed,i.instagram.com,61,106,1,1,1701076741043,1701076741129
6,10.215.173.1,46530,157.240.22.25,443,10334,Instagram,HTTPS,Closed,cdn.fbsbx.com,2171,10233,17,17,1701076757429,1701076837285
17,10.215.173.1,17370,10.215.173.2,53,10334,Instagram,DNS,Closed,cdn.fbsbx.com,59,110,1,1,1701076757432,1701076757472
17,10.215.173.1,41946,10.215.173.2,53,10334,Instagram,DNS,Closed,z-p42-chat-e2ee-ig.facebook.com,77,129,1,1,1701076787006,1701076787057
6,10.215.173.1,42802,157.240.22.175,5222,10334,Instagram,TCP,Closed,z-p42-chat-e2ee-ig.facebook.com,1813,689,11,11,1701076787068,1701076847677
17,10.215.173.1,23522,10.215.173.2,53,10334,Instagram,DNS,Closed,edge-mqtt.facebook.com,68,108,1,1,1701076801351,1701076801450
6,10.215.173.1,51526,157.240.11.12,443,10334,Instagram,HTTPS,Closed,edge-mqtt.facebook.com,3669,1338,20,15,1701076801357,1701076862798
17,10.215.173.1,47229,157.240.11.52,443,10334,Instagram,QUIC,Closed,i.instagram.com,72082,7351,80,41,1701076816145,1701076881336
17,10.215.173.1,36248,10.215.173.2,53,10334,Instagram,DNS,Closed,graph.instagram.com,65,110,1,1,1701076816151,1701076816193
6,10.215.173.1,35326,157.240.22.25,443,10334,Instagram,HTTPS,Closed,cdn.fbsbx.com,1817,6662,14,14,1701076843326,1701076903871
17,10.215.173.1,63135,10.215.173.2,53,10334,Instagram,DNS,Closed,cdn.fbsbx.com,59,110,1,1,1701076843329,1701076843366
17,10.215.173.1,60486,157.240.11.52,443,10334,Instagram,QUIC,Closed,graph.instagram.com,3930,3670,6,9,1701076844448,1701076844670
17,10.215.173.1,2430,10.215.173.2,53,10334,Instagram,DNS,Closed,i.instagram.com,61,106,1,1,1701076844455,1701076844500
17,10.215.173.1,16002,10.215.173.2,53,10334,Instagram,DNS,Closed,z-p42-chat-e2ee-ig.facebook.com,77,129,1,1,1701076848688,1701076848741
6,10.215.173.1,42330,157.240.22.175,5222,10334,Instagram,TCP,Closed,z-p42-chat-e2ee-ig.facebook.com,1813,649,11,10,1701076848750,1701076908907
17,10.215.173.1,56236,157.240.22.63,443,10334,Instagram,QUIC,Closed,i.instagram.com,993151,88624849,8057,71529,1701076853336,1701077394903
17,10.215.173.1,1228,10.215.173.2,53,10334,Instagram,DNS,Closed,scontent-sjc3-1.cdninstagram.com,78,94,1,1,1701076853343,1701076853374
6,10.215.173.1,59020,157.240.22.12,443,10334,Instagram,HTTPS,Closed,edge-mqtt.facebook.com,5795,4405,22,16,1701076862821,1701076924122
17,10.215.173.1,20239,10.215.173.2,53,10334,Instagram,DNS,Closed,edge-mqtt.facebook.com,68,108,1,1,1701076862829,1701076862859
17,10.215.173.1,60355,157.240.22.63,443,10334,Instagram,QUIC,Closed,scontent-sjc3-1.cdninstagram.com,15972,41406,36,67,1701076880424,1701076906324
17,10.215.173.1,40964,10.215.173.2,53,10334,Instagram,DNS,Closed,z-p42-chat-e2ee-ig.facebook.com,77,129,1,1,1701076909917,1701076909968
6,10.215.173.1,57726,157.240.22.175,5222,10334,Instagram,TCP,Closed,z-p42-chat-e2ee-ig.facebook.com,1853,689,12,11,1701076909976,1701076974759
17,10.215.173.1,57161,157.240.11.52,443,10334,Instagram,QUIC,Closed,graph.instagram.com,25607,2915,23,10,1701076912428,1701076912719
17,10.215.173.1,16320,10.215.173.2,53,10334,Instagram,DNS,Closed,graph.instagram.com,65,110,1,1,1701076912433,1701076912516
17,10.215.173.1,8344,10.215.173.2,53,10334,Instagram,DNS,Closed,edge-mqtt.facebook.com,68,108,1,1,1701076924145,1701076924180
6,10.215.173.1,54280,31.13.70.3,443,10334,Instagram,HTTPS,Closed,edge-mqtt.facebook.com,5677,4324,19,14,1701076924150,1701076984906
17,10.215.173.1,36151,157.240.22.63,443,10334,Instagram,QUIC,Closed,scontent-sjc3-1.cdninstagram.com,41987,70483,52,78,1701076946348,1701076957598
17,10.215.173.1,48534,10.215.173.2,53,10334,Instagram,DNS,Closed,i.instagram.com,61,106,1,1,1701076946356,1701076946402
17,10.215.173.1,60917,157.240.11.52,443,10334,Instagram,QUIC,Closed,graph.instagram.com,23179,3959,26,17,1701076951137,1701076957138
17,10.215.173.1,32918,10.215.173.2,53,10334,Instagram,DNS,Closed,graph.instagram.com,65,110,1,1,1701076951141,1701076951172
17,10.215.173.1,56385,157.240.22.25,443,10334,Instagram,QUIC,Closed,cdn.fbsbx.com,3611,2763,6,8,1701076956483,1701076956541
17,10.215.173.1,61275,10.215.173.2,53,10334,Instagram,DNS,Closed,scontent-sjc3-1.xx.fbcdn.net,74,90,1,1,1701076956488,1701076956522
17,10.215.173.1,9882,10.215.173.2,53,10334,Instagram,DNS,Closed,z-p42-chat-e2ee-ig.facebook.com,77,129,1,1,1701076975777,1701076975838
6,10.215.173.1,59320,157.240.22.175,5222,10334,Instagram,TCP,Closed,z-p42-chat-e2ee-ig.facebook.com,1853,689,12,11,1701076975845,1701077036447
6,10.215.173.1,54912,157.240.11.12,443,10334,Instagram,HTTPS,Closed,edge-mqtt.facebook.com,3588,1339,18,15,1701076984939,1701077046794
17,10.215.173.1,11415,10.215.173.2,53,10334,Instagram,DNS,Closed,edge-mqtt.facebook.com,68,108,1,1,1701076984945,1701076984986
17,10.215.173.1,55308,31.13.70.52,443,10334,Instagram,QUIC,Closed,graph.instagram.com,60885,82232,88,114,1701076989585,1701077159267
17,10.215.173.1,24434,10.215.173.2,53,10334,Instagram,DNS,Closed,i.instagram.com,61,106,1,1,1701076989599,1701076989642
17,10.215.173.1,51525,31.13.70.52,443,10334,Instagram,QUIC,Closed,i.instagram.com,9911,2795,11,8,1701076993887,1701076994121
17,10.215.173.1,34640,10.215.173.2,53,10334,Instagram,DNS,Closed,graph.instagram.com,65,110,1,1,1701076993893,1701076993935
6,10.215.173.1,44540,157.240.22.25,443,10334,Instagram,HTTPS,Closed,cdn.fbsbx.com,2294,12647,20,19,1701077030763,1701077108179
17,10.215.173.1,46456,10.215.173.2,53,10334,Instagram,DNS,Closed,cdn.fbsbx.com,59,110,1,1,1701077030773,1701077030819
17,10.215.173.1,54117,157.240.11.52,443,10334,Instagram,QUIC,Closed,graph.instagram.com,81690,6802,86,38,1701077036889,1701077080686
17,10.215.173.1,19565,10.215.173.2,53,10334,Instagram,DNS,Closed,graph.instagram.com,65,110,1,1,1701077036892,1701077036932
17,10.215.173.1,37578,10.215.173.2,53,10334,Instagram,DNS,Closed,z-p42-chat-e2ee-ig.facebook.com,77,129,1,1,1701077037453,1701077037504
6,10.215.173.1,41098,157.240.22.175,5222,10334,Instagram,TCP,Closed,z-p42-chat-e2ee-ig.facebook.com,1853,649,12,10,1701077037509,1701077097907
17,10.215.173.1,8409,10.215.173.2,53,10334,Instagram,DNS,Closed,edge-mqtt.facebook.com,68,108,1,1,1701077046815,1701077046858
6,10.215.173.1,47318,31.13.70.3,443,10334,Instagram,HTTPS,Closed,edge-mqtt.facebook.com,3628,1498,19,19,1701077046823,1701077108179
17,10.215.173.1,11367,10.215.173.2,53,10334,Instagram,DNS,Closed,z-p42-chat-e2ee-ig.facebook.com,77,129,1,1,1701077098919,1701077098972
6,10.215.173.1,52250,157.240.22.175,5222,10334,Instagram,TCP,Closed,z-p42-chat-e2ee-ig.facebook.com,1813,689,11,11,1701077098979,1701077159268
6,10.215.173.1,57104,157.240.22.12,443,10334,Instagram,HTTPS,Closed,edge-mqtt.facebook.com,5837,4525,23,19,1701077108192,1701077169270
17,10.215.173.1,64660,10.215.173.2,53,10334,Instagram,DNS,Closed,edge-mqtt.facebook.com,68,108,1,1,1701077108197,1701077108230
17,10.215.173.1,44178,157.240.11.52,443,10334,Instagram,QUIC,Closed,graph.instagram.com,64715,6107,66,32,1701077112618,1701077180496
17,10.215.173.1,48577,10.215.173.2,53,10334,Instagram,DNS,Closed,graph.instagram.com,65,110,1,1,1701077112625,1701077112668
17,10.215.173.1,43408,10.215.173.2,53,10334,Instagram,DNS,Closed,z-p42-chat-e2ee-ig.facebook.com,77,129,1,1,1701077160285,1701077160338
6,10.215.173.1,57234,157.240.22.175,5222,10334,Instagram,TCP,Closed,z-p42-chat-e2ee-ig.facebook.com,1813,649,11,10,1701077160345,1701077219985
6,10.215.173.1,59986,157.240.11.12,443,10334,Instagram,HTTPS,Closed,edge-mqtt.facebook.com,5635,4406,18,16,1701077169287,1701077230175
17,10.215.173.1,46171,10.215.173.2,53,10334,Instagram,DNS,Closed,edge-mqtt.facebook.com,68,108,1,1,1701077169291,1701077169327
17,10.215.173.1,40570,31.13.70.52,443,10334,Instagram,QUIC,Closed,i.instagram.com,11746,16962,20,32,1701077191880,1701077193092
17,10.215.173.1,53876,10.215.173.2,53,10334,Instagram,DNS,Closed,i.instagram.com,61,106,1,1,1701077191886,1701077191926
17,10.215.173.1,14653,10.215.173.2,53,10334,Instagram,DNS,Closed,z-p42-chat-e2ee-ig.facebook.com,77,129,1,1,1701077220999,1701077221050
6,10.215.173.1,49226,157.240.22.175,5222,10334,Instagram,TCP,Closed,z-p42-chat-e2ee-ig.facebook.com,1813,649,11,10,1701077221059,1701077281185
17,10.215.173.1,52942,157.240.11.52,443,10334,Instagram,QUIC,Closed,graph.instagram.com,111427,10755,124,66,1701077224896,1701077293497
17,10.215.173.1,14699,10.215.173.2,53,10334,Instagram,DNS,Closed,graph.instagram.com,65,110,1,1,1701077224902,1701077224947
17,10.215.173.1,21742,10.215.173.2,53,10334,Instagram,DNS,Closed,edge-mqtt.facebook.com,68,108,1,1,1701077230186,1701077230221
6,10.215.173.1,60846,157.240.11.12,443,10334,Instagram,HTTPS,Closed,edge-mqtt.facebook.com,3549,1418,17,17,1701077230190,1701077291322
17,10.215.173.1,40226,31.13.70.52,443,10334,Instagram,QUIC,Closed,i.instagram.com,69879,95238,99,133,1701077231016,1701077324957
17,10.215.173.1,65219,10.215.173.2,53,10334,Instagram,DNS,Closed,i.instagram.com,61,106,1,1,1701077231022,1701077231075
