IPProto,SrcIP,SrcPort,DstIp,DstPort,UID,App,Proto,Status,Info,BytesSent,BytesRcvd,PktsSent,PktsRcvd,FirstSeen,LastSeen
17,10.215.173.1,6130,10.215.173.2,53,10334,Instagram,DNS,Closed,web.facebook.com,62,121,1,1,1700993852503,1700993852541
6,10.215.173.1,54566,157.240.22.2,443,10334,Instagram,TLS,Active,gateway.instagram.com,5146,5340,79,73,1700993872618,1700994442675
17,10.215.173.1,30906,10.215.173.2,53,10334,Instagram,DNS,Closed,gateway.instagram.com,67,115,1,1,1700993872623,1700993872663
17,10.215.173.1,22376,10.215.173.2,53,10334,Instagram,DNS,Closed,z-p42-chat-e2ee-ig.facebook.com,77,129,1,1,1700993899521,1700993899579
6,10.215.173.1,43748,157.240.22.175,5222,10334,Instagram,TCP,Closed,z-p42-chat-e2ee-ig.facebook.com,1813,649,11,10,1700993899586,1700993960360
6,10.215.173.1,34224,157.240.22.12,443,10334,Instagram,HTTPS,Closed,edge-mqtt.facebook.com,6321,18837,32,28,1700993914117,1700994123866
17,10.215.173.1,9088,10.215.173.2,53,10334,Instagram,DNS,Closed,edge-mqtt.facebook.com,68,108,1,1,1700993914122,1700993914157
6,10.215.173.1,40308,157.240.22.25,443,10334,Instagram,HTTPS,Closed,cdn.fbsbx.com,1817,6604,14,14,1700993931823,1700993996203
17,10.215.173.1,16527,10.215.173.2,53,10334,Instagram,DNS,Closed,cdn.fbsbx.com,59,110,1,1,1700993931826,1700993931864
17,10.215.173.1,20505,10.215.173.2,53,10334,Instagram,DNS,Closed,z-p42-chat-e2ee-ig.facebook.com,77,129,1,1,1700993961370,1700993961407
6,10.215.173.1,45190,157.240.22.175,5222,10334,Instagram,TCP,Closed,z-p42-chat-e2ee-ig.facebook.com,1813,609,11,9,1700993961424,1700994021821
17,10.215.173.1,20939,10.215.173.2,53,10334,Instagram,DNS,Closed,media3.giphy.com,62,141,1,1,1700993986168,1700993986206
6,10.215.173.1,36976,199.232.194.2,443,10334,Instagram,HTTPS,Closed,media3.giphy.com,3790,214824,66,119,1700993986209,1700994047257
17,10.215.173.1,36600,157.240.11.52,443,10334,Instagram,QUIC,Closed,graph.instagram.com,113590,9787,123,60,1700994013717,1700994114602
17,10.215.173.1,53333,10.215.173.2,53,10334,Instagram,DNS,Closed,graph.instagram.com,65,110,1,1,1700994013721,1700994013756
17,10.215.173.1,28468,10.215.173.2,53,10334,Instagram,DNS,Closed,z-p42-chat-e2ee-ig.facebook.com,77,129,1,1,1700994022833,1700994022876
6,10.215.173.1,54148,157.240.22.175,5222,10334,Instagram,TCP,Closed,z-p42-chat-e2ee-ig.facebook.com,1813,649,11,10,1700994022885,1700994083271
17,10.215.173.1,10455,10.215.173.2,53,10334,Instagram,DNS,Closed,media1.giphy.com,62,141,1,1,1700994029202,1700994029246
6,10.215.173.1,48298,199.232.194.2,443,10334,Instagram,HTTPS,Closed,media1.giphy.com,6489,538870,125,236,1700994029249,1700994093378
17,10.215.173.1,34130,10.215.173.2,53,10334,Instagram,DNS,Closed,z-p42-chat-e2ee-ig.facebook.com,77,129,1,1,1700994084280,1700994084321
6,10.215.173.1,44398,157.240.22.175,5222,10334,Instagram,TCP,Closed,z-p42-chat-e2ee-ig.facebook.com,1893,609,13,9,1700994084328,1700994144678
17,10.215.173.1,37610,157.240.22.63,443,10334,Instagram,QUIC,Closed,i.instagram.com,24951,31413,46,63,1700994106977,1700994165054
17,10.215.173.1,58978,10.215.173.2,53,10334,Instagram,DNS,Closed,i.instagram.com,61,106,1,1,1700994106983,1700994107028
6,10.215.173.1,36914,157.240.22.25,443,10334,Instagram,HTTPS,Closed,cdn.fbsbx.com,1816,7251,14,14,1700994111340,1700994175118
17,10.215.173.1,62394,10.215.173.2,53,10334,Instagram,DNS,Closed,cdn.fbsbx.com,59,110,1,1,1700994111348,1700994111387
17,10.215.173.1,49626,10.215.173.2,53,10334,Instagram,DNS,Closed,edge-mqtt.facebook.com,68,108,1,1,1700994123886,1700994123923
6,10.215.173.1,43100,157.240.11.12,443,10334,Instagram,HTTPS,Closed,edge-mqtt.facebook.com,5676,4524,19,19,1700994123893,1700994185502
17,10.215.173.1,56712,157.240.11.52,443,10334,Instagram,QUIC,Closed,i.instagram.com,51167,4671,49,23,1700994144828,1700994166212
17,10.215.173.1,43024,10.215.173.2,53,10334,Instagram,DNS,Closed,graph.instagram.com,65,110,1,1,1700994144834,1700994144873
17,10.215.173.1,55186,10.215.173.2,53,10334,Instagram,DNS,Closed,z-p42-chat-e2ee-ig.facebook.com,77,129,1,1,1700994145689,1700994145744
6,10.215.173.1,58668,157.240.22.175,5222,10334,Instagram,TCP,Closed,z-p42-chat-e2ee-ig.facebook.com,1813,689,11,11,1700994145755,1700994205752
17,10.215.173.1,11986,10.215.173.2,53,10334,Instagram,DNS,Closed,edge-mqtt.facebook.com,68,108,1,1,1700994185527,1700994185565
6,10.215.173.1,44074,157.240.11.12,443,10334,Instagram,HTTPS,Closed,edge-mqtt.facebook.com,3749,1500,22,19,1700994185534,1700994246620
17,10.215.173.1,44633,157.240.11.52,443,10334,Instagram,QUIC,Closed,graph.instagram.com,4486,2794,7,8,1700994196490,1700994196687
17,10.215.173.1,30988,10.215.173.2,53,10334,Instagram,DNS,Closed,graph.instagram.com,65,110,1,1,1700994196499,1700994196534
17,10.215.173.1,55023,10.215.173.2,53,10334,Instagram,DNS,Closed,z-p42-chat-e2ee-ig.facebook.com,77,129,1,1,1700994206766,1700994206837
6,10.215.173.1,49316,157.240.22.175,5222,10334,Instagram,TCP,Closed,z-p42-chat-e2ee-ig.facebook.com,1813,689,11,11,1700994206844,1700994267216
17,10.215.173.1,58413,157.240.11.52,443,10334,Instagram,QUIC,Closed,graph.instagram.com,115772,135577,150,202,1700994228585,1700994312548
17,10.215.173.1,27856,10.215.173.2,53,10334,Instagram,DNS,Closed,i.instagram.com,61,106,1,1,1700994228588,1700994228636
17,10.215.173.1,55457,157.240.11.52,443,10334,Instagram,QUIC,Closed,i.instagram.com,91626,9667,106,58,1700994230544,1700994313730
17,10.215.173.1,37578,10.215.173.2,53,10334,Instagram,DNS,Closed,graph.instagram.com,65,110,1,1,1700994230551,1700994230597
6,10.215.173.1,41958,157.240.11.12,443,10334,Instagram,HTTPS,Closed,edge-mqtt.facebook.com,3548,1259,17,13,1700994246641,1700994307881
17,10.215.173.1,18067,10.215.173.2,53,10334,Instagram,DNS,Closed,edge-mqtt.facebook.com,68,108,1,1,1700994246649,1700994246699
17,10.215.173.1,26968,10.215.173.2,53,10334,Instagram,DNS,Closed,z-p42-chat-e2ee-ig.facebook.com,77,129,1,1,1700994268228,1700994268276
6,10.215.173.1,39764,157.240.22.175,5222,10334,Instagram,TCP,Closed,z-p42-chat-e2ee-ig.facebook.com,1813,689,11,11,1700994268280,1700994328569
17,10.215.173.1,40221,10.215.173.2,53,10334,Instagram,DNS,Closed,edge-mqtt.facebook.com,68,108,1,1,1700994307897,1700994307934
6,10.215.173.1,46200,157.240.22.12,443,10334,Instagram,HTTPS,Closed,edge-mqtt.facebook.com,5676,4443,19,17,1700994307906,1700994369558
17,10.215.173.1,29899,10.215.173.2,53,10334,Instagram,DNS,Closed,z-p42-chat-e2ee-ig.facebook.com,77,129,1,1,1700994329580,1700994329633
6,10.215.173.1,53894,157.240.22.175,5222,10334,Instagram,TCP,Closed,z-p42-chat-e2ee-ig.facebook.com,1813,649,11,10,1700994329641,1700994389936
17,10.215.173.1,46870,31.13.70.52,443,10334,Instagram,QUIC,Active,graph.instagram.com,70882,8016,84,47,1700994363737,1700994439744
17,10.215.173.1,33792,10.215.173.2,53,10334,Instagram,DNS,Closed,graph.instagram.com,65,110,1,1,1700994363745,1700994363789
17,10.215.173.1,44795,10.215.173.2,53,10334,Instagram,DNS,Closed,edge-mqtt.facebook.com,68,108,1,1,1700994369572,1700994369621
6,10.215.173.1,33478,157.240.11.12,443,10334,Instagram,HTTPS,Active,edge-mqtt.facebook.com,6264,4654,27,21,1700994369577,1700994444003
17,10.215.173.1,33342,157.240.11.52,443,10334,Instagram,QUIC,Closed,graph.instagram.com,10451,5986,16,18,1700994375053,1700994381766
17,10.215.173.1,42485,10.215.173.2,53,10334,Instagram,DNS,Closed,i.instagram.com,61,106,1,1,1700994375061,1700994375106
17,10.215.173.1,44445,10.215.173.2,53,10334,Instagram,DNS,Closed,z-p42-chat-e2ee-ig.facebook.com,77,129,1,1,1700994390949,1700994391002
6,10.215.173.1,41754,157.240.22.175,5222,10334,Instagram,TCP,Active,z-p42-chat-e2ee-ig.facebook.com,1813,609,11,9,1700994391013,1700994391307
17,10.215.173.1,52668,157.240.11.52,443,10334,Instagram,QUIC,Active,i.instagram.com,63690,152455,98,189,1700994427337,1700994440651
17,10.215.173.1,8085,10.215.173.2,53,10334,Instagram,DNS,Closed,i.instagram.com,61,106,1,1,1700994427345,1700994427390
