IPProto,SrcIP,SrcPort,DstIp,DstPort,UID,App,Proto,Status,Info,BytesSent,BytesRcvd,PktsSent,PktsRcvd,FirstSeen,LastSeen
6,10.215.173.1,60530,157.240.22.175,5222,10334,Instagram,TCP,Closed,z-p42-chat-e2ee-ig.facebook.com,1813,689,11,11,1701067247215,1701067307606
6,10.215.173.1,35196,31.13.70.3,443,10334,Instagram,HTTPS,Closed,edge-mqtt.facebook.com,3628,1419,19,17,1701067276830,1701067338350
17,10.215.173.1,29037,10.215.173.2,53,10334,Instagram,DNS,Closed,edge-mqtt.facebook.com,68,108,1,1,1701067276838,1701067276867
17,10.215.173.1,58925,10.215.173.2,53,10334,Instagram,DNS,Closed,z-p42-chat-e2ee-ig.facebook.com,77,129,1,1,1701067308615,1701067308672
6,10.215.173.1,46138,157.240.22.175,5222,10334,Instagram,TCP,Closed,z-p42-chat-e2ee-ig.facebook.com,1813,649,11,10,1701067308680,1701067368929
6,10.215.173.1,47122,157.240.11.12,443,10334,Instagram,HTTPS,Closed,edge-mqtt.facebook.com,3588,1339,18,15,1701067338364,1701067399618
17,10.215.173.1,40346,10.215.173.2,53,10334,Instagram,DNS,Closed,edge-mqtt.facebook.com,68,108,1,1,1701067338371,1701067338408
17,10.215.173.1,52254,10.215.173.2,53,10334,Instagram,DNS,Closed,web.facebook.com,62,121,1,1,1701067338582,1701067338641
6,10.215.173.1,34724,157.240.22.19,443,10334,Instagram,HTTPS,Closed,web.facebook.com,2557,3452,12,9,1701067338585,1701067399619
17,10.215.173.1,36316,10.215.173.2,53,10334,Instagram,DNS,Closed,z-p42-chat-e2ee-ig.facebook.com,77,129,1,1,1701067369941,1701067369996
6,10.215.173.1,46122,157.240.22.175,5222,10334,Instagram,TCP,Closed,z-p42-chat-e2ee-ig.facebook.com,1813,689,11,11,1701067370003,1701067430659
17,10.215.173.1,27528,10.215.173.2,53,10334,Instagram,DNS,Closed,edge-mqtt.facebook.com,68,108,1,1,1701067399640,1701067399681
6,10.215.173.1,57806,157.240.11.12,443,10334,Instagram,HTTPS,Closed,edge-mqtt.facebook.com,3509,1259,16,13,1701067399656,1701067461367
17,10.215.173.1,15972,10.215.173.2,53,10334,Instagram,DNS,Closed,z-p42-chat-e2ee-ig.facebook.com,77,129,1,1,1701067431679,1701067431732
6,10.215.173.1,48312,157.240.22.175,5222,10334,Instagram,TCP,Closed,z-p42-chat-e2ee-ig.facebook.com,1813,649,11,10,1701067431740,1701067492187
17,10.215.173.1,49298,157.240.11.52,443,10334,Instagram,QUIC,Closed,i.instagram.com,75851,130691,138,202,1701067441751,1701067670007
17,10.215.173.1,53424,10.215.173.2,53,10334,Instagram,DNS,Closed,i.instagram.com,61,106,1,1,1701067441759,1701067441839
17,10.215.173.1,53098,157.240.22.63,443,10334,Instagram,QUIC,Closed,i.instagram.com,103144,14074,119,67,1701067447007,1701067526226
17,10.215.173.1,46008,10.215.173.2,53,10334,Instagram,DNS,Closed,graph.instagram.com,65,110,1,1,1701067447013,1701067447059
6,10.215.173.1,54156,157.240.11.12,443,10334,Instagram,HTTPS,Closed,edge-mqtt.facebook.com,3629,1338,19,15,1701067461397,1701067522936
17,10.215.173.1,26043,10.215.173.2,53,10334,Instagram,DNS,Closed,edge-mqtt.facebook.com,68,108,1,1,1701067461403,1701067461433
17,10.215.173.1,17508,10.215.173.2,53,10334,Instagram,DNS,Closed,z-p42-chat-e2ee-ig.facebook.com,77,129,1,1,1701067493203,1701067493270
6,10.215.173.1,37652,157.240.22.175,5222,10334,Instagram,TCP,Closed,z-p42-chat-e2ee-ig.facebook.com,1773,609,10,9,1701067493277,1701067553777
6,10.215.173.1,37054,157.240.11.12,443,10334,Instagram,HTTPS,Closed,edge-mqtt.facebook.com,3708,1420,21,17,1701067522949,1701067584570
17,10.215.173.1,4820,10.215.173.2,53,10334,Instagram,DNS,Closed,edge-mqtt.facebook.com,68,108,1,1,1701067522954,1701067522984
17,10.215.173.1,44353,10.215.173.2,53,10334,Instagram,DNS,Closed,z-p42-chat-e2ee-ig.facebook.com,77,129,1,1,1701067554795,1701067554868
6,10.215.173.1,38096,157.240.22.175,5222,10334,Instagram,TCP,Closed,z-p42-chat-e2ee-ig.facebook.com,1813,649,11,10,1701067554875,1701067615297
17,10.215.173.1,45982,157.240.22.63,443,10334,Instagram,QUIC,Closed,graph.instagram.com,78570,8547,90,50,1701067580389,1701067666599
17,10.215.173.1,51394,10.215.173.2,53,10334,Instagram,DNS,Closed,graph.instagram.com,65,110,1,1,1701067580400,1701067580448
17,10.215.173.1,59078,10.215.173.2,53,10334,Instagram,DNS,Closed,edge-mqtt.facebook.com,68,108,1,1,1701067584596,1701067584638
6,10.215.173.1,37026,157.240.11.12,443,10334,Instagram,HTTPS,Closed,edge-mqtt.facebook.com,3548,1338,17,15,1701067584605,1701067646129
17,10.215.173.1,51397,10.215.173.2,53,10334,Instagram,DNS,Closed,z-p42-chat-e2ee-ig.facebook.com,77,129,1,1,1701067616308,1701067616367
6,10.215.173.1,41862,157.240.22.175,5222,10334,Instagram,TCP,Closed,z-p42-chat-e2ee-ig.facebook.com,1813,689,11,11,1701067616372,1701067676629
6,10.215.173.1,39258,157.240.11.12,443,10334,Instagram,HTTPS,Closed,edge-mqtt.facebook.com,3589,1299,18,14,1701067646143,1701067707116
17,10.215.173.1,3417,10.215.173.2,53,10334,Instagram,DNS,Closed,edge-mqtt.facebook.com,68,108,1,1,1701067646151,1701067646186
17,10.215.173.1,25868,10.215.173.2,53,10334,Instagram,DNS,Closed,z-p42-chat-e2ee-ig.facebook.com,77,129,1,1,1701067677642,1701067677695
6,10.215.173.1,49472,157.240.22.175,5222,10334,Instagram,TCP,Closed,z-p42-chat-e2ee-ig.facebook.com,1813,649,11,10,1701067677704,1701067738047
17,10.215.173.1,53033,157.240.22.63,443,10334,Instagram,QUIC,Closed,graph.instagram.com,11002,10925,23,28,1701067703102,1701067727536
17,10.215.173.1,32454,10.215.173.2,53,10334,Instagram,DNS,Closed,i.instagram.com,61,106,1,1,1701067703110,1701067703146
17,10.215.173.1,42176,10.215.173.2,53,10334,Instagram,DNS,Closed,edge-mqtt.facebook.com,68,108,1,1,1701067707132,1701067707180
6,10.215.173.1,55834,157.240.11.12,443,10334,Instagram,HTTPS,Closed,edge-mqtt.facebook.com,3588,1379,18,16,1701067707140,1701067768717
17,10.215.173.1,56790,10.215.173.2,53,10334,Instagram,DNS,Closed,z-p42-chat-e2ee-ig.facebook.com,77,129,1,1,1701067739060,1701067739119
6,10.215.173.1,54170,157.240.22.175,5222,10334,Instagram,TCP,Closed,z-p42-chat-e2ee-ig.facebook.com,1813,609,11,9,1701067739128,1701067799308
17,10.215.173.1,41849,157.240.11.52,443,10334,Instagram,QUIC,Closed,i.instagram.com,176813,19237,202,105,1701067750211,1701067964725
17,10.215.173.1,56783,10.215.173.2,53,10334,Instagram,DNS,Closed,graph.instagram.com,65,110,1,1,1701067750217,1701067750257
17,10.215.173.1,54103,10.215.173.2,53,10334,Instagram,DNS,Closed,edge-mqtt.facebook.com,68,108,1,1,1701067768740,1701067768780
6,10.215.173.1,51748,157.240.11.12,443,10334,Instagram,HTTPS,Closed,edge-mqtt.facebook.com,3549,1338,17,15,1701067768747,1701067829774
17,10.215.173.1,51580,157.240.11.52,443,10334,Instagram,QUIC,Closed,i.instagram.com,57649,88339,85,124,1701067797011,1701067907692
17,10.215.173.1,45938,10.215.173.2,53,10334,Instagram,DNS,Closed,i.instagram.com,61,106,1,1,1701067797013,1701067797053
17,10.215.173.1,30174,10.215.173.2,53,10334,Instagram,DNS,Closed,z-p42-chat-e2ee-ig.facebook.com,77,129,1,1,1701067800319,1701067800364
6,10.215.173.1,48226,157.240.22.175,5222,10334,Instagram,TCP,Closed,z-p42-chat-e2ee-ig.facebook.com,1813,689,11,11,1701067800371,1701067860508
17,10.215.173.1,32727,10.215.173.2,53,10334,Instagram,DNS,Closed,edge-mqtt.facebook.com,68,108,1,1,1701067829785,1701067829818
6,10.215.173.1,50200,31.13.70.3,443,10334,Instagram,HTTPS,Closed,edge-mqtt.facebook.com,3589,1299,18,14,1701067829788,1701067891073
17,10.215.173.1,11830,10.215.173.2,53,10334,Instagram,DNS,Closed,z-p42-chat-e2ee-ig.facebook.com,77,129,1,1,1701067861520,1701067861592
6,10.215.173.1,42424,157.240.22.175,5222,10334,Instagram,TCP,Closed,z-p42-chat-e2ee-ig.facebook.com,1813,689,11,11,1701067861598,1701067921838
6,10.215.173.1,47294,157.240.11.12,443,10334,Instagram,HTTPS,Closed,edge-mqtt.facebook.com,3548,1259,17,13,1701067891097,1701067952669
17,10.215.173.1,27620,10.215.173.2,53,10334,Instagram,DNS,Closed,edge-mqtt.facebook.com,68,108,1,1,1701067891103,1701067891134
6,10.215.173.1,44158,157.240.22.25,443,10334,Instagram,HTTPS,Closed,cdn.fbsbx.com,1740,6127,12,11,1701067895338,1701067957820
17,10.215.173.1,34154,10.215.173.2,53,10334,Instagram,DNS,Closed,cdn.fbsbx.com,59,110,1,1,1701067895341,1701067895380
17,10.215.173.1,19791,10.215.173.2,53,10334,Instagram,DNS,Closed,z-p42-chat-e2ee-ig.facebook.com,77,129,1,1,1701067922849,1701067922915
6,10.215.173.1,45678,157.240.22.175,5222,10334,Instagram,TCP,Closed,z-p42-chat-e2ee-ig.facebook.com,1853,729,12,12,1701067922921,1701067983383
17,10.215.173.1,52046,157.240.11.52,443,10334,Instagram,QUIC,Closed,i.instagram.com,3994,3670,6,9,1701067937951,1701067938176
17,10.215.173.1,5974,10.215.173.2,53,10334,Instagram,DNS,Closed,i.instagram.com,61,106,1,1,1701067937955,1701067938000
6,10.215.173.1,51188,157.240.11.12,443,10334,Instagram,HTTPS,Closed,edge-mqtt.facebook.com,3749,1339,22,15,1701067952699,1701068014401
17,10.215.173.1,59732,10.215.173.2,53,10334,Instagram,DNS,Closed,edge-mqtt.facebook.com,68,108,1,1,1701067952706,1701067952736
17,10.215.173.1,51803,10.215.173.2,53,10334,Instagram,DNS,Closed,z-p42-chat-e2ee-ig.facebook.com,77,129,1,1,1701067984397,1701067984440
6,10.215.173.1,51668,157.240.22.175,5222,10334,Instagram,TCP,Closed,z-p42-chat-e2ee-ig.facebook.com,1813,649,11,10,1701067984447,1701068045189
17,10.215.173.1,35153,157.240.11.52,443,10334,Instagram,QUIC,Closed,i.instagram.com,120610,243020,188,311,1701068000664,1701068179133
17,10.215.173.1,55185,10.215.173.2,53,10334,Instagram,DNS,Closed,i.instagram.com,61,106,1,1,1701068000671,1701068000718
17,10.215.173.1,41769,31.13.70.52,443,10334,Instagram,QUIC,Closed,graph.instagram.com,57335,5187,59,26,1701068008004,1701068037467
17,10.215.173.1,16469,10.215.173.2,53,10334,Instagram,DNS,Closed,graph.instagram.com,65,110,1,1,1701068008012,1701068008046
17,10.215.173.1,17518,10.215.173.2,53,10334,Instagram,DNS,Closed,edge-mqtt.facebook.com,68,108,1,1,1701068014420,1701068014449
6,10.215.173.1,36280,157.240.11.12,443,10334,Instagram,HTTPS,Closed,edge-mqtt.facebook.com,3548,1258,17,13,1701068014425,1701068076125
6,10.215.173.1,53006,157.240.22.25,443,10334,Instagram,HTTPS,Closed,cdn.fbsbx.com,1617,8012,9,8,1701068024382,1701068086375
17,10.215.173.1,9470,10.215.173.2,53,10334,Instagram,DNS,Closed,cdn.fbsbx.com,59,110,1,1,1701068024384,1701068024431
17,10.215.173.1,18271,10.215.173.2,53,10334,Instagram,DNS,Closed,z-p42-chat-e2ee-ig.facebook.com,77,129,1,1,1701068046198,1701068046373
6,10.215.173.1,52246,157.240.22.175,5222,10334,Instagram,TCP,Closed,z-p42-chat-e2ee-ig.facebook.com,1813,649,11,10,1701068046379,1701068106701
17,10.215.173.1,45174,157.240.11.52,443,10334,Instagram,QUIC,Closed,graph.instagram.com,328558,28115,373,190,1701068069241,1701068418282
17,10.215.173.1,56692,10.215.173.2,53,10334,Instagram,DNS,Closed,graph.instagram.com,65,110,1,1,1701068069257,1701068069304
17,10.215.173.1,35152,10.215.173.2,53,10334,Instagram,DNS,Closed,edge-mqtt.facebook.com,68,108,1,1,1701068076144,1701068076176
6,10.215.173.1,48150,157.240.11.12,443,10334,Instagram,HTTPS,Closed,edge-mqtt.facebook.com,3709,1418,21,17,1701068076150,1701068137335
17,10.215.173.1,53014,10.215.173.2,53,10334,Instagram,DNS,Closed,media4.giphy.com,62,141,1,1,1701068101752,1701068101789
6,10.215.173.1,39794,199.232.194.2,443,10334,Instagram,HTTPS,Closed,media4.giphy.com,4201,231770,77,91,1701068101795,1701068163071
17,10.215.173.1,62325,10.215.173.2,53,10334,Instagram,DNS,Closed,z-p42-chat-e2ee-ig.facebook.com,77,129,1,1,1701068107710,1701068107759
6,10.215.173.1,53736,157.240.22.175,5222,10334,Instagram,TCP,Closed,z-p42-chat-e2ee-ig.facebook.com,1853,729,12,12,1701068107766,1701068168128
6,10.215.173.1,57044,157.240.22.25,443,10334,Instagram,HTTPS,Closed,cdn.fbsbx.com,1577,5503,8,8,1701068108174,1701068168129
17,10.215.173.1,25743,10.215.173.2,53,10334,Instagram,DNS,Closed,cdn.fbsbx.com,59,110,1,1,1701068108176,1701068108223
17,10.215.173.1,49920,10.215.173.2,53,10334,Instagram,DNS,Closed,edge-mqtt.facebook.com,68,108,1,1,1701068137365,1701068137404
6,10.215.173.1,60094,31.13.70.3,443,10334,Instagram,HTTPS,Closed,edge-mqtt.facebook.com,3748,1419,22,17,1701068137373,1701068198770
17,10.215.173.1,58470,157.240.22.25,443,10334,Instagram,QUIC,Closed,cdn.fbsbx.com,3106,90662,12,77,1701068154018,1701068154111
17,10.215.173.1,24180,10.215.173.2,53,10334,Instagram,DNS,Closed,z-p42-chat-e2ee-ig.facebook.com,77,129,1,1,1701068169143,1701068169233
6,10.215.173.1,53064,157.240.22.175,5222,10334,Instagram,TCP,Closed,z-p42-chat-e2ee-ig.facebook.com,1853,689,12,11,1701068169238,1701068229720
6,10.215.173.1,39940,31.13.70.3,443,10334,Instagram,HTTPS,Closed,edge-mqtt.facebook.com,3709,1419,21,17,1701068198795,1701068260293
17,10.215.173.1,47215,10.215.173.2,53,10334,Instagram,DNS,Closed,edge-mqtt.facebook.com,68,108,1,1,1701068198799,1701068198835
17,10.215.173.1,45532,157.240.11.52,443,10334,Instagram,QUIC,Closed,graph.instagram.com,13282,11767,28,33,1701068213455,1701068295361
17,10.215.173.1,10687,10.215.173.2,53,10334,Instagram,DNS,Closed,i.instagram.com,61,106,1,1,1701068213462,1701068213511
17,10.215.173.1,18982,10.215.173.2,53,10334,Instagram,DNS,Closed,z-p42-chat-e2ee-ig.facebook.com,77,129,1,1,1701068230732,1701068230774
6,10.215.173.1,38514,157.240.22.175,5222,10334,Instagram,TCP,Closed,z-p42-chat-e2ee-ig.facebook.com,1813,609,11,9,1701068230782,1701068291128
17,10.215.173.1,11526,10.215.173.2,53,10334,Instagram,DNS,Closed,web.facebook.com,62,121,1,1,1701068238864,1701068238925
6,10.215.173.1,55028,157.240.22.19,443,10334,Instagram,HTTPS,Closed,web.facebook.com,2495,3533,11,11,1701068238876,1701068301444
6,10.215.173.1,59880,157.240.22.25,443,10334,Instagram,HTTPS,Closed,cdn.fbsbx.com,1697,5273,11,11,1701068258260,1701068322023
17,10.215.173.1,46755,10.215.173.2,53,10334,Instagram,DNS,Closed,cdn.fbsbx.com,59,110,1,1,1701068258264,1701068258304
6,10.215.173.1,46140,157.240.22.12,443,10334,Instagram,HTTPS,Closed,edge-mqtt.facebook.com,5835,4523,23,19,1701068260308,1701068322023
17,10.215.173.1,4584,10.215.173.2,53,10334,Instagram,DNS,Closed,edge-mqtt.facebook.com,68,108,1,1,1701068260315,1701068260352
17,10.215.173.1,1779,10.215.173.2,53,10334,Instagram,DNS,Closed,z-p42-chat-e2ee-ig.facebook.com,77,129,1,1,1701068292136,1701068292188
6,10.215.173.1,54426,157.240.22.175,5222,10334,Instagram,TCP,Closed,z-p42-chat-e2ee-ig.facebook.com,1813,649,11,10,1701068292194,1701068352883
17,10.215.173.1,61156,10.215.173.2,53,10334,Instagram,DNS,Closed,edge-mqtt.facebook.com,68,108,1,1,1701068322038,1701068322071
6,10.215.173.1,58840,157.240.22.12,443,10334,Instagram,HTTPS,Closed,edge-mqtt.facebook.com,3629,1459,19,18,1701068322043,1701068383509
17,10.215.173.1,55661,157.240.11.52,443,10334,Instagram,QUIC,Active,i.instagram.com,89283,184246,140,241,1701068337824,1701068494394
17,10.215.173.1,5595,10.215.173.2,53,10334,Instagram,DNS,Closed,i.instagram.com,61,106,1,1,1701068337831,1701068337870
17,10.215.173.1,27558,10.215.173.2,53,10334,Instagram,DNS,Closed,z-p42-chat-e2ee-ig.facebook.com,77,129,1,1,1701068353893,1701068353945
6,10.215.173.1,49468,157.240.22.175,5222,10334,Instagram,TCP,Closed,z-p42-chat-e2ee-ig.facebook.com,1813,649,11,10,1701068353950,1701068414184
6,10.215.173.1,44384,157.240.22.25,443,10334,Instagram,HTTPS,Closed,cdn.fbsbx.com,1737,4653,12,12,1701068355175,1701068419286
17,10.215.173.1,41010,10.215.173.2,53,10334,Instagram,DNS,Closed,cdn.fbsbx.com,59,110,1,1,1701068355179,1701068355223
17,10.215.173.1,46523,10.215.173.2,53,10334,Instagram,DNS,Closed,media4.giphy.com,62,141,1,1,1701068379524,1701068379561
6,10.215.173.1,41668,199.232.194.2,443,10334,Instagram,HTTPS,Closed,media4.giphy.com,6848,761894,125,183,1701068379565,1701068439692
6,10.215.173.1,38570,157.240.11.12,443,10334,Instagram,HTTPS,Closed,edge-mqtt.facebook.com,5797,4444,22,17,1701068383526,1701068444915
17,10.215.173.1,42082,10.215.173.2,53,10334,Instagram,DNS,Closed,edge-mqtt.facebook.com,68,108,1,1,1701068383532,1701068383568
17,10.215.173.1,14114,10.215.173.2,53,10334,Instagram,DNS,Closed,z-p42-chat-e2ee-ig.facebook.com,77,129,1,1,1701068415196,1701068415237
6,10.215.173.1,37536,157.240.22.175,5222,10334,Instagram,TCP,Closed,z-p42-chat-e2ee-ig.facebook.com,1813,689,11,11,1701068415243,1701068475699
17,10.215.173.1,46671,10.215.173.2,53,10334,Instagram,DNS,Closed,edge-mqtt.facebook.com,68,108,1,1,1701068444936,1701068444976
6,10.215.173.1,35556,157.240.11.12,443,10334,Instagram,HTTPS,Active,edge-mqtt.facebook.com,3951,1445,21,17,1701068444943,1701068494304
17,10.215.173.1,57996,157.240.11.52,443,10334,Instagram,QUIC,Active,i.instagram.com,70442,7834,82,44,1701068454669,1701068494044
17,10.215.173.1,51060,10.215.173.2,53,10334,Instagram,DNS,Closed,graph.instagram.com,65,110,1,1,1701068454676,1701068454717
17,10.215.173.1,50629,10.215.173.2,53,10334,Instagram,DNS,Closed,cdn.fbsbx.com,59,110,1,1,1701068465234,1701068465289
6,10.215.173.1,41244,157.240.22.25,443,10334,Instagram,HTTPS,Active,cdn.fbsbx.com,2012,11379,13,12,1701068465237,1701068486775
17,10.215.173.1,48920,10.215.173.2,53,10334,Instagram,DNS,Closed,z-p42-chat-e2ee-ig.facebook.com,77,129,1,1,1701068476707,1701068476759
6,10.215.173.1,48276,157.240.22.175,5222,10334,Instagram,TCP,Active,z-p42-chat-e2ee-ig.facebook.com,1813,649,11,10,1701068476764,1701068477037
